"Time","to-endpoint","to-overlay","to-stack"
2023-03-04 11:00:00,58.5,8.90,33.8
2023-03-04 11:02:00,57.1,8.48,33.5
2023-03-04 11:04:00,60.7,12.3,34.7
2023-03-04 11:06:00,58.3,8.88,34.1
2023-03-04 11:08:00,59.1,11.5,33.9
2023-03-04 11:10:00,59.4,11.1,34.4
2023-03-04 11:12:00,61.6,11.6,34.6
2023-03-04 11:14:00,59.9,10.7,34.4
2023-03-04 11:16:00,58.2,9.66,33.7
2023-03-04 11:18:00,57.8,11.3,33.8
2023-03-04 11:20:00,58.7,10.8,34.1
2023-03-04 11:22:00,74.4,26.2,33.9
2023-03-04 11:24:00,59.9,10.6,34.0
2023-03-04 11:26:00,58.1,9.52,33.6
2023-03-04 11:28:00,58.4,12.9,33.8
2023-03-04 11:30:00,58.2,11.0,34.0
2023-03-04 11:32:00,82.9,46.3,33.7
2023-03-04 11:34:00,59.1,10.8,33.7
2023-03-04 11:36:00,57.3,9.28,33.7
2023-03-04 11:38:00,58.0,11.6,33.4
2023-03-04 11:40:00,59.3,11.1,33.9
2023-03-04 11:42:00,92.6,70.2,33.7
2023-03-04 11:44:00,59.2,10.5,33.7
2023-03-04 11:46:00,57.8,9.20,33.8
2023-03-04 11:48:00,58.5,11.0,34.1
2023-03-04 11:50:00,59.3,11.0,34.2
2023-03-04 11:52:00,103,89.5,33.9
2023-03-04 11:54:00,59.1,10.4,34.1
2023-03-04 11:56:00,59.3,10.2,33.9
2023-03-04 11:58:00,57.9,12.2,33.8
2023-03-04 12:00:00,58.5,9.82,34.0
2023-03-04 12:02:00,103,96.2,33.6
2023-03-04 12:04:00,59.7,10.6,34.3
2023-03-04 12:06:00,57.8,9.68,33.5
2023-03-04 12:08:00,58.6,12.4,33.8
2023-03-04 12:10:00,58.2,9.70,33.8
2023-03-04 12:12:00,92.9,89,34.1
2023-03-04 12:14:00,59.2,10.8,34.0
2023-03-04 12:16:00,57.2,10.0,33.7
2023-03-04 12:18:00,57.4,12.1,33.3
2023-03-04 12:20:00,58.3,9.52,33.8
2023-03-04 12:22:00,78.3,63.6,33.7
2023-03-04 12:24:00,59.4,10.8,33.9
2023-03-04 12:26:00,57.8,10.8,33.4
2023-03-04 12:28:00,58.8,13.0,33.9
2023-03-04 12:30:00,57.6,9.90,33.1
2023-03-04 12:32:00,70.4,46.8,33.2
2023-03-04 12:34:00,58.3,10.0,33.6
2023-03-04 12:36:00,57.2,10.6,33.1
2023-03-04 12:38:00,58.3,12.2,33.6
2023-03-04 12:40:00,57.9,9.58,33.9
2023-03-04 12:42:00,65.3,31.4,33.7
2023-03-04 12:44:00,59.7,11.5,33.9
