"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc1cde9a003cb8)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc1cde9a003cb8)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-13 18:04:00,0,10506,35927,167021,0,1908,124,164,71.3,115,1927,1815,65.8,419,0,7051,77.5,4.30,147,88.4,0,17426,1934,118,31.6,1612,66.6,19,327,0,0,122,164,0,10506,0,18267,76264,0,198,29.0,99.1,91.4,27.7,2211,92.7,41.7,6287,0,1124,3539,4.73,131,67.3,0,17309,227,28.0,25.5,16374,42.5,38.5,388,0,0,29.0,583,0
2023-03-13 18:06:00,0,14009,36818,179115,0,2978,130,159,54.9,121,2080,1892,66.7,422,0,7239,79.9,3.70,147,87.6,0,17428,1985,129,32.4,1635,66.4,19,357,0,0,128,152,0,14009,0,21752,82217,0,288,30.3,91.9,63.1,29.0,2619,99.4,42.1,6282,0,1123,3633,4.13,132,66.6,0,17306,226,30.3,26.0,16382,41.7,38.5,439,0,0,30.7,578,0
2023-03-13 18:08:00,0,18566,59669,274188,0,3250,124,553,1509,126,2053,2348,65.8,1724,0,21111,119,4.30,148,86.9,0,17423,1999,128,32.3,1632,66.3,375,412,0,0,128,21945,0,18566,0,29059,96065,0,285,29.0,121,126,30.3,3418,91.6,40.3,25778,0,2391,3631,9.85,130,66.9,0,17310,210,30.3,26.2,16373,42.1,669,533,0,0,30.3,24498,0
2023-03-13 18:10:00,0,11921,36305,199497,0,2462,130,552,288,132,1985,296,65.5,420,0,8758,79.9,6.73,150,87.5,0,17435,2227,129,32.0,1812,66.3,19,342,0,0,128,183,0,11921,0,19644,79928,0,180,30.3,111,30.5,31.6,2228,79.5,40.3,6285,0,1183,3611,13.5,135,66.9,0,17325,200,30.3,26.0,16368,40.6,38.5,408,0,0,30.3,584,0
2023-03-13 18:12:00,0,9416,35705,157289,0,1787,136,165,30.7,126,1873,147,66.4,418,0,6921,79.9,5.33,149,87.5,0,17438,1816,135,31.6,1497,65.8,19,356,0,0,127,175,0,9416,0,17180,74697,0,161,31.6,96.6,22.3,30.3,2302,76.2,41.4,6286,0,1128,3656,6.54,132,67.7,0,17322,196,31.6,25.5,16358,41,38.5,436,0,0,30.3,574,0
2023-03-13 18:14:00,0,10246,35917,179865,0,1877,124,167,32.1,126,1919,219,66.6,419,0,7032,79.8,3.27,147,87.3,0,17438,1903,124,31.6,1574,66.2,19,330,0,0,122,178,0,10246,0,17993,76448,0,197,29.0,106,22.7,30.3,2218,73.1,41.4,6286,0,1121,3662,3.27,134,66.9,0,17320,221,29.0,25.5,16371,41.7,38.5,398,0,0,29.0,584,0
2023-03-13 18:16:00,0,12238,36288,184215,0,1960,130,162,32.9,127,2019,296,65.8,421,0,7167,78.1,5.13,145,85.4,0,17441,1985,124,31.6,1631,67.0,19,354,0,0,128,165,0,12238,0,19990,78540,0,177,30.3,100,24.0,30.3,2330,79.1,41,6283,0,1120,3563,5.49,133,64.7,0,17312,208,29.0,25.5,16370,41.7,38.5,434,0,0,30.3,582,0
2023-03-13 18:18:00,0,11219,58867,181609,0,1728,124,162,32.3,121,1838,1477,65.8,1726,0,6770,120,3.86,145,86,0,17450,1765,130,31.6,1401,66.1,375,423,0,0,122,21865,0,11219,0,21724,80359,0,157,29.0,93.5,22.6,29.0,2323,92.2,41.7,25714,0,1105,3601,3.89,133,64.7,0,17311,205,30.3,25.5,16348,41.7,669,544,0,0,29.0,24409,0
2023-03-13 18:20:00,0,10433,47473,168945,0,1949,119,162,31.5,121,1975,288,66.5,1229,0,7133,81.0,3.27,144,87.6,0,17442,1967,124,31.6,1613,66.1,375,380,0,0,122,10311,0,10433,0,19773,78460,0,194,27.7,93.7,20.9,29.0,2205,74.6,41.1,15447,0,1125,3635,3.27,134,67.0,0,17316,206,29.0,25.5,16385,41.4,669,478,0,0,29.0,11738,0
2023-03-13 18:22:00,0,11111,35739,160300,0,1805,136,163,30.7,132,1875,147,67.1,421,0,6914,80.5,3.27,147,87.6,0,17432,1809,118,31.6,1476,65.5,19,353,0,0,117,161,0,11111,0,18839,76284,0,174,31.6,97.2,20.4,31.6,2292,75.8,41.8,6283,0.389,1096,3663,3.27,132,66.2,0,17310,185,27.7,25.5,16351,40.6,38.5,433,0,0,27.7,586,0
2023-03-13 18:24:00,0.389,12165,35971,156635,0,1871,136,161,32.1,126,1919,733,67.1,422,0,7065,80.5,5.01,148,87.5,0,17440,1894,135,31.6,1569,66.2,19,336,0.389,0,133,166,0,12165,0.389,19901,77561,0,173,31.6,94.3,22.3,30.3,2204,87.4,41.8,6283,0.389,1117,3685,4.67,135,66.9,0,17311,200,31.6,25.5,16370,42.1,38.5,398,0,0,31.6,576,0
2023-03-13 18:26:00,0.389,12285,36261,160295,0,1953,119,159,33.6,116,2026,295,66.2,419,0,7143,79.4,7.07,147,88.3,0,17426,1969,117,31.6,1614,66.9,19,350,0.389,0,121,167,0,12285,0.389,20000,78067,0,182,27.7,94.9,23.5,27.7,2331,78.8,41,6283,0,1080,3633,7.54,135,67.3,0,17304,206,27.7,25.5,16390,42.6,38.5,423,0,0,29.0,568,0
2023-03-13 18:28:00,0,11424,58833,185828,0,1733,119,163,32.1,121,1851,78.3,66.6,1721,0,6750,120,3.93,144,88.3,0,17436,1740,112,31.6,1406,67.6,375,428,0,0,106,21852,0,11424,0,21929,80894,0,188,28.0,95.2,21.6,29.0,2325,73.6,41.4,25675,0,1111,3725,4.36,133,67.3,0,17317,201,26.3,25.5,16375,41.7,669,554,0,0,25.0,24395,0
2023-03-13 18:30:00,0,11742,59529,182690,0,1937,119,160,32.1,116,1980,579,66.3,1725,0,7145,81.8,4.30,144,87.7,0,17421,1952,117,31.6,1626,65.8,375,383,0,0,116,21850,0,11742,0,22248,81615,0,202,27.7,91.9,22.3,27.7,2197,86.2,42.1,25671,0,1135,3672,4.67,134,68.0,0,17312,222,27.7,25.5,16384,41.4,669,481,0,0,27.7,24393,0
2023-03-13 18:32:00,0,11722,35757,156842,0,1779,119,162,32.1,116,1886,440,66.1,421,0,6864,81.3,3.93,149,87.7,0,17416,1797,112,31.6,1544,66.1,19,349,0,0,117,177,0,11722,0,19485,77108,0,192,32.6,94.8,21.9,27.7,2302,88.9,42.5,6284,0,1087,3664,4.30,134,68.4,0,17303,218,26.3,25.5,16384,41.4,38.5,425,0,0.389,27.7,579,0
2023-03-13 18:34:00,0,11819,35975,155047,0,1855,124,160,31.5,126,1912,1812,66.1,420,0,6966,82.7,5.33,145,87.7,0,17420,1879,123,31.6,1566,65.8,19,342,0,0,121,174,0,11819,0,19546,77383,0,191,33.9,96.9,21.2,30.3,2200,101,41,6281,0,1086,3740,6.54,133,68.4,0,17307,216,29.0,25.5,16366,41,38.5,407,0,0,29.0,580,0
2023-03-13 18:36:00,0,13700,36315,161579,0,1927,124,160,32.3,120,2020,1870,65.8,423,0,7106,80.2,4.97,145,88.4,0.389,17433,1945,129,31.6,1614,65.9,19,339,0,0,122,159,0,13700,0,21427,79700,0,185,29.0,102,21.8,29.0,2326,96.3,41.4,6280,0,1121,3656,5.76,132,67.7,0.389,17306,208,30.3,25.5,16372,41.7,38.5,408,0,0,29.0,576,0
2023-03-13 18:38:00,0,13936,55003,183059,0,1783,130,161,32.9,126,1902,147,65.8,1204,0,6921,119,3.93,147,88.0,0,17427,1799,135,31.6,1512,66.2,19,375,0,0,128,18528,0,13936,0,23545,82646,0,190,30.3,94.7,22.5,35.9,2337,75.8,42.1,22600,0,1116,3578,4.30,132,66.6,0,17308,215,31.6,25.5,16369,41.4,38.5,468,0,0,30.3,20736,0
2023-03-13 18:40:00,0,11855,59250,206957,0,1858,124,160,32.9,120,1914,223,65.8,1723,0,6949,83.1,4.53,149,87.8,0,17437,1884,129,31.6,1550,66.0,375,381,0,0,128,21821,0,11855,0,22365,82195,0,182,29.0,92.3,28.5,29.0,2199,80.9,40.6,25649,0,1061,3689,4.92,135,66.2,0,17319,220,30.3,25.5,16372,41.7,669,478,0,0,30.3,24360,0.389
2023-03-13 18:42:00,0,10338,35725,157351,0,1786,125,161,30.7,116,1874,147,67.2,421,0,6867,82.7,5.43,147,87.9,0,17435,1803,124,31.6,1503,66.0,19,347,0,0,122,177,0,10338,0,18088,75722,0,195,29.0,93.8,21.2,27.7,2296,76.6,42.6,6286,0,1113,3740,6.19,134,66.9,0,17319,213,29.0,25.5,16381,42.5,38.5,424,0,0,29.0,589,0.389
2023-03-13 18:44:00,0,10506,35702,163574,0,1804,124,161,32.1,121,1839,151,67.0,420,0,6842,80.9,5.57,147,86.7,0,17443,1807,118,31.6,1496,65.9,19,354,0,0,117,174,0,10506,0,18249,75824,0,202,29.0,93.7,22.4,29.0,2190,76.2,42.2,6285,0,1138,3686,6.37,132,65.8,0,17317,209,32.7,25.5,16378,41,38.5,424,0,0,27.7,583,0
2023-03-13 18:46:00,0,12472,36314,170441,0,1946,130,164,32.1,126,2007,2549,65.9,419,0,7176,81.7,5.80,145,86.7,0,17421,2014,124,31.6,1631,65.9,19,366,0,0,122,176,0,12472,0,20209,78700,0,198,30.3,103,21.7,30.3,2327,98.9,41.7,6287,0,1153,3700,6.62,134,65.8,0,17308,242,29.0,25.5,16377,41.0,38.5,450,0,0,34.0,582,0
2023-03-13 18:48:00,0,12304,38545,163018,0,1801,130,162,33.5,126,1891,364,66.1,535,0,6931,119,3.97,147,87.6,0,17422,1825,124,31.6,1525,66.2,19.4,378,0,0,122,2791,0,12304,0,20329,78434,0.389,196,30.3,94.8,29.8,30.3,2326,85.6,43.2,8607,0,1127,3701,3.97,140,66.6,0,17303,227,29.0,25.5,16380,41.4,38.5,468,0,0,29.0,3454,0
2023-03-13 18:50:00,0,10993,59270,182901,0,1886,130,160,33.5,126,1907,446,66.3,1723,0,7039,79.6,4.53,147,86.9,0,17417,1901,129,31.6,1565,66.4,375,404,0,0,128,21853,0,10993,0,21505,80695,0.389,206,30.3,91.7,24.4,30.3,2194,87.4,41.9,25677,0,1155,3634,4.90,138,67.3,0,17299,226,30.3,25.5,16387,41.4,669,513,0,0,30.3,24392,0
2023-03-13 18:52:00,0,10428,36227,162275,0,1950,136,163,32.1,132,2001,287,66.5,417,0,7186,79.6,5.99,148,85.6,0,17437,1965,128,31.6,1623,66.0,19,342,0,0,127,172,0,10428,0,18169,76407,0,207,31.6,95.7,22.7,31.6,2301,74.2,42.2,6285,0,1152,3656,12.8,130,66.2,0,17302,229,30.3,25.5,16386,41.7,38.5,414,0,0,30.3,593,0
2023-03-13 18:54:00,0,9233,35407,152777,0,1752,130,165,31.5,131,1800,78.7,66.1,421,0.389,6794,80.2,3.93,148,85.9,0,17454,1761,129,31.6,1445,66.6,19,349,0,0,133,160,0.389,9233,0,16986,74346,0,206,30.3,104,21.7,31.6,2198,74.4,41.4,6287,0,1130,3686,4.74,132,66.2,0,17314,224,30.3,25.5,16393,42.1,38.5,431,0,0,31.6,585,0
2023-03-13 18:56:00,0,13962,36306,160070,0,1949,136,159,31.5,126,2024,797,66.5,418,0,7150,77.0,3.27,148,87.5,0,17433,1970,129,32.0,1619,66.7,19.0,340,0,0,133,159,0,13962,0,21698,80105,0,200,31.6,91.0,22.4,30.7,2333,88.1,41.4,6282,0,1120,3621,3.27,132,68.0,0,17307,232,30.3,26.0,16385,42.5,38.9,417,0,0,31.6,578,0
2023-03-13 18:58:00,0,12989,35787,181538,0,1790,124,161,31.5,120,1895,657,66.1,418,0,6927,117,5.10,147,87.6,0,17412,1815,129,32.3,1494,66.5,19,366,0,0,122,157,0,12989,0,20719,79088,0,188,29.0,93.7,21.6,29.0,2326,90.0,41,6282,0,1140,3655,11.0,132,69.1,0,17295,224,30.3,26.2,16382,42.1,38.5,463,0,0,29.0,576,0
2023-03-13 19:00:00,0,11717,59353,181128,0.389,1885,124,160,33.7,121,1919,229,66.4,1717,0,7031,80.4,4.07,150,87.7,0,17430,1907,129,31.8,1586,66.2,375,391,0,0.389,128,21757,0,11717,0,22241,81495,0,197,29.0,91.6,24.4,29.0,2204,78.4,41,25586,0,1163,3588,4.43,134,68.4,0,17308,223,30.3,25.7,16579,41.7,669,498,0,0,30.3,24295,0
2023-03-13 19:02:00,0,12239,36472,161249,0,1963,124,163,31.5,116,2006,287,65.7,419,0,7163,80.2,3.70,148,88,0,17430,1980,124,32.0,1677,66.1,19,337,0,0,122,180,0,12239,0,20002,78370,0,201,29.0,94.7,21.7,27.7,2324,73.9,40.6,6285,0,1115,3633,4.09,136,68.0,0,17309,223,29.0,25.5,16601,40.3,38.5,408,0,0,29.0,591,0
2023-03-13 19:04:00,0,10326,35479,153861,0,1741,124,164,30.7,116,1810,80.1,66.1,419,0,6757,80.3,3.70,145,87.9,0,17433,1762,124,32.0,1467,66.8,19,347,0,0,117,181,0,10326,0,18080,75349,0,174,29.0,101,20.8,27.7,2209,75.1,42.5,6283,0,1124,3633,4.13,134,66.6,0,17311,205,29.4,25.5,16388,41,38.5,427,0.389,0,27.7,579,0
2023-03-13 19:06:00,0,11147,36262,163024,0,1937,130,160,30.7,132,2025,588,66.4,420,0,7143,81.7,3.70,148,87.8,0,17444,1957,117,31.6,1621,66.7,19,347,0,0,111,162,0,11147,0,18893,76782,0,156,30.3,97.8,20.1,31.6,2334,91.1,42.1,6281,0,1121,3710,4.07,132,66.2,0,17322,195,28.0,25.5,16371,41.4,38.5,427,0.389,0,26.3,579,0
2023-03-13 19:08:00,0,12296,35807,162981,0,1787,130,166,32.9,121,1909,1828,66.6,421,0,6897,118,4.30,146,87.3,0,17441,1805,129,31.6,1493,66.4,19,367,0,0,134,156,0,12296,0,20050,77773,0,157,30.3,101,24.1,29.0,2331,99.6,42.5,6280,0,1127,3706,4.67,134,67.7,0,17323,181,30.3,25.5,16366,41.4,38.5,457,0,0,31.6,581,0
2023-03-13 19:10:00,0,11409,59351,183419,0,1871,130,164,32.1,126,1934,1626,65.8,1721,0,6977,81.3,4.30,144,87.3,0,17442,1887,117,31.6,1554,65.9,375,401,0,0,121,21923,0,11409,0,21941,80828,0,152,30.3,97.5,23.4,30.3,2205,94.7,40.6,25764,0,1093,3717,4.72,135,67.3,0,17320,181,27.7,25.5,16357,41,669,513,0,0,29.4,24437,0
2023-03-13 19:12:00,0,11189,49863,177043,0,1954,130,160,32.5,120,2010,287,65.4,1323,0,7112,79.5,6.49,145,87.3,0,17439,1958,135,31.6,1622,66.3,375,388,0,0,128,12577,0,11189,0,20771,79671,0,169,30.3,91.8,24.5,29.0,2301,74.2,40.6,17455,0,1058,3692,7.68,133,68.4,0,17321,177,31.6,25.5,16377,41.4,669,488,0,0,30.7,14172,0
2023-03-13 19:14:00,0,9800,35428,151815,0,1728,124,161,32.5,126,1792,79.0,65.5,417,0,6670,79.9,4.30,149,87.7,0,17434,1741,129,31.6,1417,65.9,19,347,0,0,128,159,0,9800,0,17541,74465,0,165,29.0,99.5,22.7,30.3,2204,74.7,40.3,6281,0,1065,3722,4.67,133,68.0,0,17328,186,30.3,25.5,16348,41,38.5,416,0,0,30.3,578,0
2023-03-13 19:16:00,0,13794,36323,184124,0,1934,129,163,31.5,126,2019,295,66.1,420,0,7124,81.6,4.89,146,87.6,0,17422,1951,124,31.8,1661,66.0,19,354,0,0,128,173,0,13794,0,21548,80125,0,175,30.3,102,20.6,30.3,2333,78.0,41.4,6285,0,1097,3763,5.31,135,68.0,0,17304,195,29.0,25.7,16377,40.6,38.5,434,0,0,30.3,582,0
2023-03-13 19:18:00,0,14074,35835,157301,0,1786,130,161,34.3,121,1895,137,66.4,419,0,6901,119,3.70,144,87.8,0,17441,1803,124,32.3,1516,65.8,19,361,0,0,128,176,0,14074,0,21823,79584,0,172,30.3,93.8,24.6,29.0,2329,69.8,41,6281,0,1127,3694,4.08,133,68.0,0,17306,198,29.0,26.2,16361,41,38.5,447,0,0,30.3,576,0
2023-03-13 19:20:00,0,11034,59061,180305,0,1875,136,161,32.1,126,1908,227,66.4,1721,0,7004,84.8,3.27,148,86.7,0,17434,1899,124,32.0,1582,66.1,375,397,0,0,122,21638,0,11034,0,21568,80583,0,164,31.6,93.6,22.7,30.3,2187,76.9,41.4,25457,0,1105,3805,3.27,131,68.0,0,17308,200,29.0,26.0,16362,40.6,669,508,0,0,29.0,24163,0
2023-03-13 19:22:00,0,11121,59333,188488,0,1938,124,161,30.7,121,2010,296,65.8,1720,0,7174,81.3,4.97,147,86.7,0,17418,1964,129,31.6,1639,66.2,375,395,0.389,0,122,21637,0,11121,0,21647,81329,0,190,33.9,93.7,20.4,29.0,2301,79.1,41,25462,0,1100,3709,5.76,133,67.7,0,17301,220,30.3,25.5,16383,41,669,510,0,0,29.0,24166,0
2023-03-13 19:24:00,0,11306,35687,154333,0,1783,124,162,30.7,121,1846,141,66.1,419,0,6892,78.8,3.94,145,88.1,0,17429,1803,118,31.6,1480,66.5,19,330,0,0,122,178,0,11306,0,19021,76639,0,183,29.0,98.9,20.8,29.0,2185,78.7,41.4,6282,0.389,1127,3609,4.30,133,68.0,0,17295,215,27.7,25.5,16370,41.4,38.5,388,0,0,29.0,584,0
2023-03-13 19:26:00,0.389,12565,36027,160828,0,1874,130,159,33.7,121,1964,228,66.2,419,0,7062,80.3,4.30,146,88.9,0,17459,1893,129,31.8,1584,65.5,19,348,0,0,128,177,0,12565,0.389,20308,78370,0,189,30.3,93.1,23.8,33.9,2334,77.7,41.8,6285,0,1146,3633,4.69,133,68.0,0,17310,218,30.3,25.7,16389,40.6,38.5,427,0,0,30.3,578,0
2023-03-13 19:28:00,0.389,12370,35770,160354,0,1803,130,161,31.5,121,1894,139,66.3,419,0,6906,119,3.27,148,87.2,0,17460,1826,123,32.3,1497,65.6,19,359,0,0,127,163,0,12370,0.389,20114,77955,0,169,30.7,93.9,20.8,33.9,2330,71.7,41.7,6285,0,1105,3639,3.27,132,66.9,0,17315,194,29.0,26.2,16362,41,38.5,446,0,0,30.3,578,0
2023-03-13 19:30:00,0,11290,50756,170012,0,1777,124,159,31.5,120,1852,151,65.8,1035,0,6834,81.6,3.27,148,86.6,0,17436,1813,124,32.3,1501,66.0,19,345,0,0,128,14599,0,11290,0,20493,78635,0,159,29.4,92.0,20.7,29.0,2196,76.9,40.6,19102,0,1088,3724,3.27,138,66.6,0,17318,183,29.0,26.2,16354,41.4,38.5,419,0,0.389,30.3,16415,0
2023-03-13 19:32:00,0,11569,59502,186318,0,1935,130,163,31.5,126,2006,514,65.9,1720,0,7153,79.1,6.84,149,88.2,0,17431,1969,124,32.0,1623,66.0,375,404,0,0,116,21758,0,11569,0,22089,81449,0,162,30.3,95.5,21.4,30.3,2299,89.6,40.3,25588,0,1113,3640,7.33,132,66.9,0,17314,195,33.9,26.0,16362,40.6,669,520,0,0.389,27.7,24300,0
2023-03-13 19:34:00,0,11159,35713,154036,0,1798,124,163,32.1,126,1861,4232,66.2,420,0,6889,80.9,4.07,148,88.2,0,17420,1811,118,32.0,1496,65.9,19,341,0,0,122,178,0,11159,0,18881,76354,0,181,29.0,101,26.9,30.3,2218,130,41.7,6284,0,1164,3680,4.48,132,67.0,0,17305,202,32.6,26.0,16373,40.6,38.5,406,0,0,33.9,584,0
2023-03-13 19:36:00,0,12514,36043,184668,0,1874,130,162,34.2,126,1973,1822,66.9,422,0,6989,80.5,4.31,147,87.5,0,17462,1879,118,32.0,1566,65.8,19,347,0,0,122,179,0,12514,0,20258,78703,0,184,30.3,95.0,28.7,30.3,2343,87.6,41.7,6284,0,1087,3693,5.08,132,67.0,0.389,17326,193,27.7,26.0,16367,41.7,38.5,426,0,0,33.9,585,0
2023-03-13 19:38:00,0,12500,36053,199563,0,1850,124,160,30.7,121,1959,225,66.4,419,0,7008,122,6.61,148,88.5,0,17437,1878,124,32.3,1576,66.0,19,377,0,0,122,170,0,12500,0,20267,78855,0,157,29.0,91.9,20.1,29.0,2335,78.0,42.1,6285,0,1086,3744,13.3,134,67,0.389,17318,182,29.0,26.2,16364,41.7,38.5,476,0,0,29.0,579,0
2023-03-13 19:40:00,0,9771,35391,165285,0,1690,119,162,32.1,116,1792,69.9,65.8,418,0,6653,80.5,4.17,149,88.1,0,17422,1718,118,31.8,1439,66.4,19,333,0,0,117,173,0,9771,0,17521,74627,0,154,27.7,95.5,23.8,27.7,2196,69.5,41,6283,0,1053,3566,4.94,134,67.6,0,17310,191,27.7,25.7,16333,42.8,38.5,404,0,0,27.7,576,0
2023-03-13 19:42:00,0,10742,59537,187552,0,1930,118,164,32.1,116,2016,1690,65.5,1719,0,7137,80.2,3.27,150,87.8,0.389,17424,1939,118,32.0,1602,65.8,375,397,0,0,122,21811,0,10742,0,21246,80730,0,186,27.7,102,23.4,27.7,2305,97.2,40.6,25647,0,1107,3663,3.27,132,66.3,0,17311,200,27.7,26.0,16355,41.7,669,515,0,0,29.0,24373,0
2023-03-13 19:44:00,0,10480,35679,153447,0,1783,124,162,32.9,121,1855,1532,65.5,421,0,6819,80.3,3.27,147,87.7,0,17439,1799,124,32.3,1506,65.9,19,336,0,0,122,159,0,10480,0,18230,75629,0,176,29.0,98.8,23.9,29.0,2195,88.7,40.6,6282,0,1107,3663,3.27,131,66.2,0,17305,207,29.0,26.2,16368,42.1,38.5,402,0,0,29.0,580,0
2023-03-13 19:46:00,0,12695,36070,158118,0,1863,124,162,32.9,126,1957,228,65.8,421,0,6958,81.2,5.47,147,88.3,0,17451,1933,124,32.3,1592,66.0,19,368,0,0,122,159,0,12695,0,20471,78346,0,186,29.0,94.6,23.5,30.3,2305,77.7,40.6,6281,0,1087,3726,11.4,132,67.3,0,17320,236,29.0,26.2,16374,42.5,38.5,465,0,0,29.0,577,0.389
2023-03-13 19:48:00,0,13190,36382,160389,0,1954,136,161,32.1,132,2015,295,67.0,421,0.389,7134,119,3.93,149,87.9,0,17454,1977,129,32.3,1611,66.3,19,378,0,0,128,159,0,13190,0,20946,79177,0.389,201,31.6,93.8,21.9,31.6,2318,78.0,42.2,6284,0,1080,3677,4.32,132,68.4,0,17325,232,30.3,26.2,16378,41.4,38.5,479,0,0,30.3,580,0
2023-03-13 19:50:00,0,9827,35413,151751,0,1735,130,159,33.5,126,1807,70.3,66.4,420,0,6752,80.7,3.27,148,88.0,0,17454,1756,140,32.3,1428,66.3,19,330,0,0,132,153,0.389,9827,0,17577,74907,0,189,30.3,89.9,24.6,30.3,2227,69.5,41,6281,0,1134,3611,3.27,132,68.8,0,17318,212,32.9,26.2,16366,40.6,38.5,388,0,0,31.6,574,0
2023-03-13 19:52:00,0,12031,59628,214180,0,1951,136,164,32.9,131,2006,803,65.8,1724,0,7231,81.9,4.30,145,87.8,0,17452,1963,135,31.8,1615,65.9,375,402,0,0,133,21880,0.389,12031,0,22562,82839,0,205,31.6,102,24.2,31.6,2317,93.3,40.6,25704,0,1130,3703,4.67,132,67.7,0,17318,227,31.6,25.7,16385,41,669,518,0,0,31.6,24412,0
2023-03-13 19:54:00,0,12297,36658,180881,0,1792,130,162,32.9,126,1845,149,66.1,813,0,6895,80.1,6.37,149,88.0,0,17427,1807,135,31.6,1498,66.2,375,395,0,0,133,388,0,12297,0,20648,79214,0,196,30.3,101,24.5,30.3,2197,82.9,42.5,6607,0,1088,3656,7.55,133,67.3,0,17310,224,31.6,25.5,16374,41.7,669,506,0,0,31.6,837,0
2023-03-13 19:56:00,0,13510,36067,161937,0,1873,124,157,30.7,121,1962,220,66.3,420,0,7019,80.0,4.53,151,87.9,0,17426,1885,124,31.8,1559,66.0,19,335,0,0,128,173,0,13510,0,21223,79404,0,200,29.0,89.1,20.8,29.0,2320,73.1,41.7,6283,0,1120,3679,4.96,134,67.7,0,17312,224,29.0,25.7,16372,41,38.5,408,0,0,30.3,582,0
2023-03-13 19:58:00,0,14065,36390,162401,0,1925,130,164,32.1,132,2011,588,66.1,419,0,7168,122,5.13,147,87.6,0,17442,1947,124,32.3,1653,66.7,19,379,0,0,122,157,0,14065,0,21854,80349,0,189,30.3,98.5,22.0,32.0,2317,90.7,41.7,6282,0,1114,3694,5.53,131,68.4,0,17327,216,29.0,26.2,16389,42.5,38.9,482,0,0,29.0,576,0
2023-03-13 20:00:00,0,10940,35422,151483,0,1716,124,163,31.5,126,1805,70.6,66.1,422,0,6704,83.8,5.57,147,87.5,0,17437,1727,135,32.3,1485,66.6,19,329,0,0.389,128,158,0,10940,0,18716,76002,0,191,29.0,100,22.7,30.7,2202,70.2,41.4,6284,0,1089,3735,6.80,131,66.9,0,17319,207,32.0,26.2,16377,41.7,38.9,392,0,0,30.3,578,0
2023-03-13 20:02:00,0,10642,59559,185827,0,1937,130,164,31.5,121,2000,296,66.8,1724,0,7074,81.4,4.07,148,87.6,0,17446,1956,129,31.8,1633,66.3,375,394,0,0.389,133,21835,0,10642,0,21178,80665,0,197,30.3,102,22.4,29.0,2300,79.5,41.1,25679,0,1069,3680,4.49,133,66.9,0,17310,224,30.7,25.7,16386,42.4,669,508,0,0,31.6,24405,0
2023-03-13 20:04:00,0,10469,52989,173055,0,1788,124,161,32.9,121,1863,146,67.6,1478,0,6837,80.7,4.07,146,87.4,0,17449,1816,128,31.6,1483,66.2,375,395,0,0,121,16064,0,10469,0,20408,79046,0,190,29.0,94.8,22.9,29.0,2213,75.1,42.6,20548,0,1112,3663,4.43,132,67.7,0,17312,224,30.3,25.5,16384,42.4,669,506,0,0,29.0,18067,0
