"Time","POST "
2023-03-11 19:12:00,0.0955
2023-03-11 19:16:00,0.0946
2023-03-11 19:20:00,0.0875
2023-03-11 19:24:00,0.0890
2023-03-11 19:28:00,0.0670
2023-03-11 19:32:00,0.0891
2023-03-11 19:36:00,0.0919
2023-03-11 19:40:00,0.0956
2023-03-11 19:44:00,0.0906
2023-03-11 19:48:00,0.0678
2023-03-11 19:52:00,0.0595
2023-03-11 19:56:00,0.0948
2023-03-11 20:00:00,0.0958
2023-03-11 20:04:00,0.0951
2023-03-11 20:08:00,0.0870
2023-03-11 20:12:00,0.0625
2023-03-11 20:16:00,0.0610
2023-03-11 20:20:00,0.0895
2023-03-11 20:24:00,0.0942
2023-03-11 20:28:00,0.0926
2023-03-11 20:32:00,0.0899
2023-03-11 20:36:00,0.0850
2023-03-11 20:40:00,0.0243
2023-03-11 20:44:00,0.0899
2023-03-11 20:48:00,0.0963
2023-03-11 20:52:00,0.0964
2023-03-11 20:56:00,0.0730
2023-03-11 21:00:00,0.0935
2023-03-11 21:04:00,0.0805
2023-03-11 21:08:00,0.0863
2023-03-11 21:12:00,0.0928
2023-03-11 21:16:00,0.0850
2023-03-11 21:20:00,0.0927
2023-03-11 21:24:00,0.0640
2023-03-11 21:28:00,0.0625
2023-03-11 21:32:00,0.0960
2023-03-11 21:36:00,0.0952
2023-03-11 21:40:00,0.0947
2023-03-11 21:44:00,0.0944
2023-03-11 21:48:00,0.0875
2023-03-11 21:52:00,0.0842
2023-03-11 21:56:00,0.0655
2023-03-11 22:00:00,0.0895
2023-03-11 22:04:00,0.0906
2023-03-11 22:08:00,0.0961
2023-03-11 22:12:00,0.0927
2023-03-11 22:16:00,0.0917
2023-03-11 22:20:00,0.0915
2023-03-11 22:24:00,0.0940
2023-03-11 22:28:00,0.0960
2023-03-11 22:32:00,0.0908
2023-03-11 22:36:00,0.0801
2023-03-11 22:40:00,0.0801
2023-03-11 22:44:00,0.0902
2023-03-11 22:48:00,0.0949
2023-03-11 22:52:00,0.0938
2023-03-11 22:56:00,0.0948
2023-03-11 23:00:00,0.0870
2023-03-11 23:04:00,0.0708
2023-03-11 23:08:00,0.0867
2023-03-11 23:12:00,0.0956
2023-03-11 23:16:00,0.0963
2023-03-11 23:20:00,0.0938
2023-03-11 23:24:00,0.0897
2023-03-11 23:28:00,0.0662
2023-03-11 23:32:00,0.0587
2023-03-11 23:36:00,0.0916
2023-03-11 23:40:00,0.0870
2023-03-11 23:44:00,0.0944
2023-03-11 23:48:00,0.0910
2023-03-11 23:52:00,0.0816
2023-03-11 23:56:00,0.0602
2023-03-12 00:00:00,0.0974
2023-03-12 00:04:00,0.0961
2023-03-12 00:08:00,0.0942
2023-03-12 00:12:00,0.0805
2023-03-12 00:16:00,0.0855
2023-03-12 00:20:00,0.0715
2023-03-12 00:24:00,0.0875
2023-03-12 00:28:00,0.0915
2023-03-12 00:32:00,0.0924
2023-03-12 00:36:00,0.0936
2023-03-12 00:40:00,0.0813
2023-03-12 00:44:00,0.0242
2023-03-12 00:48:00,0.0901
2023-03-12 00:52:00,0.0964
2023-03-12 00:56:00,0.0963
2023-03-12 01:00:00,0.0824
2023-03-12 01:04:00,0.0867
2023-03-12 01:08:00,0.0901
2023-03-12 01:12:00,0.0809
2023-03-12 01:16:00,0.0939
2023-03-12 01:20:00,0.0959
2023-03-12 01:24:00,0.0929
2023-03-12 01:28:00,0.0870
2023-03-12 01:32:00,0.0715
2023-03-12 01:36:00,0.0934
2023-03-12 01:40:00,0.0956
2023-03-12 01:44:00,0.0960
2023-03-12 01:48:00,0.0872
2023-03-12 01:52:00,0.0677
2023-03-12 01:56:00,0.0670
2023-03-12 02:00:00,0.0867
2023-03-12 02:04:00,0.0845
2023-03-12 02:08:00,0.0936
2023-03-12 02:12:00,0.0867
2023-03-12 02:16:00,0.0887
2023-03-12 02:20:00,0.0920
2023-03-12 02:24:00,0.0937
2023-03-12 02:28:00,0.0968
2023-03-12 02:32:00,0.0964
2023-03-12 02:36:00,0.0610
2023-03-12 02:40:00,0.0573
2023-03-12 02:44:00,0.0906
2023-03-12 02:48:00,0.0692
2023-03-12 02:52:00,0.0902
2023-03-12 02:56:00,0.0941
2023-03-12 03:00:00,0.0920
2023-03-12 03:04:00,0.0692
2023-03-12 03:08:00,0.0908
2023-03-12 03:12:00,0.0937
2023-03-12 03:16:00,0.0959
2023-03-12 03:20:00,0.0943
2023-03-12 03:24:00,0.0647
2023-03-12 03:28:00,0.0875
2023-03-12 03:32:00,0.0528
2023-03-12 03:36:00,0.0632
2023-03-12 03:40:00,0.0910
2023-03-12 03:44:00,0.0934
2023-03-12 03:48:00,0.0906
2023-03-12 03:52:00,0.0242
2023-03-12 03:56:00,0.0801
2023-03-12 04:00:00,0.0945
2023-03-12 04:04:00,0.0952
2023-03-12 04:08:00,0.0964
2023-03-12 04:12:00,0.0949
2023-03-12 04:16:00,0.0587
2023-03-12 04:20:00,0.0670
2023-03-12 04:24:00,0.0880
2023-03-12 04:28:00,0.0813
2023-03-12 04:32:00,0.0934
2023-03-12 04:36:00,0.0906
2023-03-12 04:40:00,0.0243
2023-03-12 04:44:00,0.0685
2023-03-12 04:48:00,0.0873
2023-03-12 04:52:00,0.0962
2023-03-12 04:56:00,0.0941
2023-03-12 05:00:00,0.0923
2023-03-12 05:04:00,0.0625
2023-03-12 05:08:00,0.0931
2023-03-12 05:12:00,0.0912
2023-03-12 05:16:00,0.0901
2023-03-12 05:20:00,0.0941
2023-03-12 05:24:00,0.0907
2023-03-12 05:28:00,0.0595
2023-03-12 05:32:00,0.0245
2023-03-12 05:36:00,0.0931
2023-03-12 05:40:00,0.0967
2023-03-12 05:44:00,0.0958
2023-03-12 05:48:00,0.0954
2023-03-12 05:52:00,0.0839
2023-03-12 05:56:00,0.0842
2023-03-12 06:00:00,0.0801
2023-03-12 06:04:00,0.0937
2023-03-12 06:08:00,0.0910
2023-03-12 06:12:00,0.0943
2023-03-12 06:16:00,0.0887
2023-03-12 06:20:00,0.0805
2023-03-12 06:24:00,0.0865
2023-03-12 06:28:00,0.0904
2023-03-12 06:32:00,0.0962
2023-03-12 06:36:00,0.0960
2023-03-12 06:40:00,0.0901
2023-03-12 06:44:00,0.0824
2023-03-12 06:48:00,0.0882
2023-03-12 06:52:00,0.0883
2023-03-12 06:56:00,0.0779
2023-03-12 07:00:00,0.0941
2023-03-12 07:04:00,0.0246
2023-03-12 07:08:00,0.0824
2023-03-12 07:12:00,0.0640
2023-03-12 07:16:00,0.0941
2023-03-12 07:20:00,0.0972
2023-03-12 07:24:00,0.0965
2023-03-12 07:28:00,0.0938
2023-03-12 07:32:00,0.0797
2023-03-12 07:36:00,0.0809
2023-03-12 07:40:00,0.0923
2023-03-12 07:44:00,0.0860
2023-03-12 07:48:00,0.0926
2023-03-12 07:52:00,0.0797
2023-03-12 07:56:00,0.0801
2023-03-12 08:00:00,0.0903
2023-03-12 08:04:00,0.0942
2023-03-12 08:08:00,0.0958
2023-03-12 08:12:00,0.0954
2023-03-12 08:16:00,0.0931
2023-03-12 08:20:00,0.0245
2023-03-12 08:24:00,0.0893
2023-03-12 08:28:00,0.0865
2023-03-12 08:32:00,0.0925
2023-03-12 08:36:00,0.0953
2023-03-12 08:40:00,0.0933
2023-03-12 08:44:00,0.0887
2023-03-12 08:48:00,0.0865
2023-03-12 08:52:00,0.0947
2023-03-12 08:56:00,0.0955
2023-03-12 09:00:00,0.0965
2023-03-12 09:04:00,0.0876
2023-03-12 09:08:00,0.0797
2023-03-12 09:12:00,0.0912
2023-03-12 09:16:00,0.0890
2023-03-12 09:20:00,0.0951
2023-03-12 09:24:00,0.0852
2023-03-12 09:28:00,0.0891
2023-03-12 09:32:00,0.0921
2023-03-12 09:36:00,0.0824
2023-03-12 09:40:00,0.0863
2023-03-12 09:44:00,0.0959
2023-03-12 09:48:00,0.0952
2023-03-12 09:52:00,0.0946
2023-03-12 09:56:00,0.0640
2023-03-12 10:00:00,0.0867
2023-03-12 10:04:00,0.0617
2023-03-12 10:08:00,0.0885
2023-03-12 10:12:00,0.0910
2023-03-12 10:16:00,0.0931
2023-03-12 10:20:00,0.0805
2023-03-12 10:24:00,0.0632
2023-03-12 10:28:00,0.0900
2023-03-12 10:32:00,0.0958
2023-03-12 10:36:00,0.0945
2023-03-12 10:40:00,0.0953
2023-03-12 10:44:00,0.0813
2023-03-12 10:48:00,0.0835
2023-03-12 10:52:00,0.0816
2023-03-12 10:56:00,0.0870
2023-03-12 11:00:00,0.0912
2023-03-12 11:04:00,0.0936
2023-03-12 11:08:00,0.0875
2023-03-12 11:12:00,0.0824
2023-03-12 11:16:00,0.0870
2023-03-12 11:20:00,0.0952
2023-03-12 11:24:00,0.0946
2023-03-12 11:28:00,0.0961
2023-03-12 11:32:00,0.0925
2023-03-12 11:36:00,0.0244
2023-03-12 11:40:00,0.0895
2023-03-12 11:44:00,0.0893
2023-03-12 11:48:00,0.0922
2023-03-12 11:52:00,0.0891
2023-03-12 11:56:00,0.0916
2023-03-12 12:00:00,0.0842
2023-03-12 12:04:00,0.0820
2023-03-12 12:08:00,0.0925
2023-03-12 12:12:00,0.0942
2023-03-12 12:16:00,0.0948
2023-03-12 12:20:00,0.0912
2023-03-12 12:24:00,0.0827
2023-03-12 12:28:00,0.0640
2023-03-12 12:32:00,0.0912
2023-03-12 12:36:00,0.0918
2023-03-12 12:40:00,0.0949
2023-03-12 12:44:00,0.0929
2023-03-12 12:48:00,0.0797
2023-03-12 12:52:00,0.0824
2023-03-12 12:56:00,0.0925
2023-03-12 13:00:00,0.0923
2023-03-12 13:04:00,0.0958
2023-03-12 13:08:00,0.0936
2023-03-12 13:12:00,0.0895
2023-03-12 13:16:00,0.0797
2023-03-12 13:20:00,0.0887
2023-03-12 13:24:00,0.0565
2023-03-12 13:28:00,0.0925
2023-03-12 13:32:00,0.0925
2023-03-12 13:36:00,0.0243
2023-03-12 13:40:00,0.0618
2023-03-12 13:44:00,0.0775
2023-03-12 13:48:00,0.0954
2023-03-12 13:52:00,0.0942
2023-03-12 13:56:00,0.0919
2023-03-12 14:00:00,0.0897
2023-03-12 14:04:00,0.0863
2023-03-12 14:08:00,0.0245
2023-03-12 14:12:00,0.0899
2023-03-12 14:16:00,0.0930
2023-03-12 14:20:00,0.0927
2023-03-12 14:24:00,0.0865
2023-03-12 14:28:00,0.0854

