"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc13a306010214)","Transmit Total (lxc1c3395913bae)","Transmit Total (lxc2543b9c9ec41)","Transmit Total (lxc2568b56bcea7)","Transmit Total (lxc28528e2b302e)","Transmit Total (lxc306dffa018f2)","Transmit Total (lxc30b94e1d81cc)","Transmit Total (lxc33647fb8eab1)","Transmit Total (lxc58db09516916)","Transmit Total (lxc7084b74d5d49)","Transmit Total (lxc767056ff0e7d)","Transmit Total (lxc78ec245b8f12)","Transmit Total (lxc8089b721f31e)","Transmit Total (lxc831342b3bef8)","Transmit Total (lxc86ca1540ce30)","Transmit Total (lxc8b4940d2407b)","Transmit Total (lxc93601df3ac13)","Transmit Total (lxc9608bff87159)","Transmit Total (lxc9b02db5024dd)","Transmit Total (lxc_health)","Transmit Total (lxca2691413c000)","Transmit Total (lxca276edb7a83f)","Transmit Total (lxcb2dea5c9292d)","Transmit Total (lxcbe77e52b37d2)","Transmit Total (lxcd87592c26ce1)","Transmit Total (lxcd911e1b69dcc)","Transmit Total (lxce7da8c60c1c1)","Transmit Total (lxcfac3688eea8d)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc13a306010214)","Receive Total (lxc1c3395913bae)","Receive Total (lxc2543b9c9ec41)","Receive Total (lxc2568b56bcea7)","Receive Total (lxc28528e2b302e)","Receive Total (lxc306dffa018f2)","Receive Total (lxc30b94e1d81cc)","Receive Total (lxc33647fb8eab1)","Receive Total (lxc58db09516916)","Receive Total (lxc7084b74d5d49)","Receive Total (lxc767056ff0e7d)","Receive Total (lxc78ec245b8f12)","Receive Total (lxc8089b721f31e)","Receive Total (lxc831342b3bef8)","Receive Total (lxc86ca1540ce30)","Receive Total (lxc8b4940d2407b)","Receive Total (lxc93601df3ac13)","Receive Total (lxc9608bff87159)","Receive Total (lxc9b02db5024dd)","Receive Total (lxc_health)","Receive Total (lxca2691413c000)","Receive Total (lxca276edb7a83f)","Receive Total (lxcb2dea5c9292d)","Receive Total (lxcbe77e52b37d2)","Receive Total (lxcd87592c26ce1)","Receive Total (lxcd911e1b69dcc)","Receive Total (lxce7da8c60c1c1)","Receive Total (lxcfac3688eea8d)"
2023-03-11 14:28:00,0,69.4,43658,100623,0,0,0,447,202,66.1,406,66.4,0,4240,0.389,4266,3.43,38784,38.7,447,0,1712,1754,453,32.3,2554,467,300,90.5,6613,0,0,1078,69.4,0,57074,94486,0,0.389,0,249,228,42.1,582,41,0,1361,0.389,1388,3.57,17899,30.6,250,0,192,25574,254,26.2,1271,261,385,95,1040,0,0,1072
2023-03-11 14:30:00,0,68.6,24218,55122,0,0,0,448,201,65.7,406,66.1,0,5779,0,4685,3.43,38801,0,450,0,1881,421,453,32.3,2552,469,300,90.9,7076,0,0,2659,68.6,0,34857,69657,0,0.389,0,251,228,41.4,582,41,0,1480,0.389,1462,3.57,18349,0,261,0,193,6274,253,26.2,1262,261,385,95,1009,0,0,2657
2023-03-11 14:32:00,0,68.3,22885,53632,0,0,0,447,202,66.4,404,65.7,0,5598,0,4350,3.90,38848,0.600,449,0,1719,421,453,32.3,2556,468,299,90.5,6635,0,0,1079,68.3,0,33321,66620,0,0,0,249,228,42.1,582,41,0,1475,0,1417,4.03,18601,0.600,259,0,183,6274,258,26.2,1266,261,385,95,1028,0,0,1078
2023-03-11 14:34:00,0,68.6,23670,54513,0,0,0,449,202,66.4,405,65.7,0,4406,0,4655,4.13,38843,0,445,0,1853,419,452,32.3,2583,469,300,90.5,6935,0,0,2134,68.6,0,34367,67565,0,0,0,251,228,42.1,582,40.6,0,1381,0,1453,4.27,18343,0,250,0.389,179,6276,252,26.2,1280,261,385,94.6,1097,0,0,2130
2023-03-11 14:36:00,0,68.3,46065,103369,0,0,0,447,201,65.3,407,66.4,0,4414,0,4602,3.67,38798,38.3,446,0,1886,1761,456,31.8,2552,467,300,90.9,6994,0,0,2655,68.3,0,58700,97575,0,0,0,249,228,42.1,582,41.4,0,1378,0,1439,3.80,18664,30.6,251,0.389,176,25641,256,25.7,1264,260,385,94.6,1081,0,0,2656
2023-03-11 14:38:00,0,69.7,44418,101409,0,0,0,437,202,65.3,406,66.4,0,4239,0,4270,3.43,39242,38.3,437,0,1705,1762,444,31.6,2551,456,299,89.8,6562,0,0.389,1071,69.7,0,57566,94977,0,0,0,244,228,41.4,582,41.4,0,1366,0,1383,3.57,18610,30.6,248,0,194,25643,250,25.5,1262,254,385,95.4,998,0.389,0,1070
2023-03-11 14:40:00,0.389,69.0,32464,63971,0,0,0,447,203,66.1,405,66.1,0,4417,0,4603,3.43,39259,0,447,0,1891,421,454,31.6,2557,469,301,90.2,6980,0,0,2654,69.0,0.389,35307,68876,0,0,0,254,228,42.5,582,41.0,0,1370,0,1439,3.57,26619,0,251,0,204,6277,260,25.5,1269,267,384,95.0,1023,0,0,2661
2023-03-11 14:42:00,0,69,21768,52511,0,0,0,448,204,65.7,404,66.1,0,4353,0,4309,3.90,38905,0.600,447,0,1788,422,453,31.6,2584,467,303,89.8,6779,0,0,1607,69,0,33910,66444,0,0,0,256,228,42.1,582,41,0,1380,0,1402,4.03,16961,0.600,256,0,206,6274,252,25.5,1281,260,384,95,1061,0,0,1609
2023-03-11 14:44:00,0,68.3,26211,57205,0,0,0,447,203,66.1,404,66.1,0,4356,0,4603,4.13,38828,0.233,445,0,1825,421,456,31.6,2551,467,302,91.6,6849,0,0,2127,68.3,0,34356,67342,0,0,0,250,229,42.1,582,41.4,0,1369,0,1442,4.27,20882,0.233,249,0,180,6276,255,25.5,1262,260,384,95,1049,0,0.389,2124
2023-03-11 14:46:00,0,67.9,44684,101321,0,0.389,0,450,203,66.4,402,65.7,0,4450,0,4686,3.90,38792,0,445,0,1900,1338,454,32.0,2551,465,297,91.2,7054,0,0,2658,67.9,0,57953,96608,0,0,0,252,228,42.1,580,41.4,0,1392,0,1465,4.03,17893,0,249,0,183,25100,255,26.0,1262,259,385,95,1047,0,0,2656
2023-03-11 14:48:00,0,68.3,44172,102054,0,0,0,451,201,66.8,405,66.1,0,26697,0,4268,3.43,38793,39.4,448,0,1722,1742,452,32.3,2553,466,298,90.1,6615,0,0,1081,68.3,0,57325,117913,0,0,0,253,228,42.5,582,41,0,1994,0,1389,3.57,18178,30.6,253,0,185,25813,252,26.2,1268,260,385,95,1049,0,0,1081
2023-03-11 14:50:00,0,68.3,24297,55785,0,0,0,448,203,66.8,404,66.1,0,26929,0,4666,3.43,38888,0,446,0,1910,418,453,32.0,2586,466,299,88.0,7081,0,0,2659,68.3,0,34950,91619,0,0,0,250,228,42.5,582,40.6,0,2000,0,1451,3.57,18435,0,251,0,200,6282,253,26.0,1283,259,385,92.0,1075,0,0,2651
2023-03-11 14:52:00,0,68.7,24130,54882,0,0,0,448,202,66.1,404,66.1,0,4422,0,4276,3.43,39003,0.600,443,0,1904,419,453,31.6,2554,466,300,90.1,7019,0.389,0,2662,68.7,0,35062,68033,0,0,0,250,228,42.5,582,41.4,0,1358,0,1385,3.57,18271,0.600,247,0,191,6281,253,25.5,1266,259,385,94.6,1067,0,0,2652
2023-03-11 14:54:00,0,69.7,22899,53547,0,0,0,448,201,65.3,404,66.1,0,4247,0,4604,3.43,38925,0.600,446,0,1711,419,455,31.6,2552,467,302,90.5,6639,0.389,0,1084,69.7,0,33416,65622,0,0,0,252,228,42.1,582,41.7,0,1366,0,1437,3.57,18603,0.600,251,0,190,6281,255,25.5,1262,260,385,95,1051,0,0,1079
2023-03-11 14:56:00,0,68.6,40713,91850,0,0,0,448,202,65.3,404,66.1,0,4427,0,4599,3.43,38768,0,449,0,1887,1144,453,32.0,2554,466,300,91.2,7010,0,0,2653,68.6,0,52967,90359,0,0,0,252,228,41.7,582,41.7,0,1381,0,1431,3.57,18387,0,255,0,209,21052,253,26.0,1265,259,385,95,1059,0,0,2654
2023-03-11 14:58:00,0,68.7,52269,109914,0,0,0,447,202,66.1,404,66.7,0,4248,0,4275,3.43,38829,37.6,446,0,1714,1729,454,32.3,2554,467,302,93.0,6558,0,0,1072,68.7,0,57112,94582,0,0,0,249,229,41.7,582,42.1,0,1374,0,1396,3.57,26483,30.6,251,0,188,25613,254,26.2,1265,260,385,97.3,998,0,0,1079
2023-03-11 15:00:00,0,68.6,22730,53630,0,0,0,447,205,66.4,404,66.7,0,5831,0,4731,3.43,38805,0,445,0,1911,420,455,32.0,2582,466,300,90.1,7093,0,0,2655,68.6,0,34854,69772,0,0,0,249,229,42.5,582,41.4,0,1504,0,1485,3.57,16866,0,249,0,203,6276,255,26.0,1278,259,385,94.6,1048,0,0,2661
2023-03-11 15:02:00,0,69,32016,63507,0,0,0,436,207,65.7,404,65.7,0,5757,0,4276,3.43,38909,0.600,433,0,1934,422,442,31.6,2551,454,299,89.8,7025,0,0,2652,69,0,34921,69284,0,0,0.389,244,228,42.1,582,40.3,0,1470,0,1385,3.57,26177,0.600,242,0,198,6277,248,25.5,1262,253,385,95,1064,0,0,2650
2023-03-11 15:04:00,0,68.6,22265,52885,0,0,0,448,204,65.7,404,66.8,0.389,4250,0,4608,3.43,38796,0.600,449,0,1723,420,454,31.6,2554,467,299,90.5,6679,0,0,1074,68.6,0,33260,65439,0,0,0,251,227,41.4,582,41.4,0,1368,0,1428,3.57,17986,0.600,260,0,181,6275,253,25.5,1265,261,385,94.6,1052,0,0,1074
2023-03-11 15:06:00,0,69,36928,83339,0,0,0,447,203,66.4,404,66.4,0,4425,0,4611,3.43,38833,0,448,0,1892,999,456,32.0,2553,466,298,93.0,7024,0,0,2651,69,0,48860,85316,0,0,0,249,227,42.1,582,41,0,1370,0,1428,3.96,18349,0,253,0,194,17740,257,26.0,1265,259,385,97.3,1025,0,0,2656
2023-03-11 15:08:00,0,68.3,44436,101627,0,0,0,450,205,66.4,405,66.1,0,4293,0,4319,3.43,38825,39.1,448,0,1747,1756,455,32.3,2583,465,300,87.7,6679,0,0,1074,68.3,0,57263,94921,0,0,0,252,228,41.7,582,41,0,1373,0,1394,3.57,18425,30.6,253,0,186,25849,255,26.2,1280,259,385,92.4,1071,0,0,1075
2023-03-11 15:10:00,0,68.3,24144,55025,0,0,0,450,202,66.1,405,66.4,0,4476,0,4656,3.43,38850,0,447,0,1918,422,453,32.0,2578,467,302,90.1,7073,0,0,2650,68.3,0,34885,68520,0,0,0,252,228,42.1,582,41.4,0,1388,0,1436,3.57,18283,0,251,0,196,6276,253,26.0,1279,260,385,95,1086,0,0,2656
2023-03-11 15:12:00,0,68.3,24521,55337,0,0,0,447,203,66.4,404,66.5,0,4427,0,4268,3.90,38852,0.600,443,0,1935,420,452,31.6,2551,465,299,89.8,6981,0,0,2651,68.3,0,34899,67939,0,0,0,249,228,42.1,582,42.1,0,1377,0,1384,4.03,18670,0.600,248,0,229,6278,252,25.5,1262,259,385,95,1014,0,0,2658
2023-03-11 15:14:00,0,73.8,22648,53290,0,0,0.389,450,205,66.4,405,65.7,0,4245,0,4598,3.90,38829,0.600,448,0,1715,421,455,31.6,2554,467,302,90.5,6593,0,0,1073,73.8,0,33294,65426,0,0,0,253,229,42.1,582,41.4,0,1371,0,1439,4.03,18367,0.600,253,0,166,6274,261,25.5,1270,260,385,95,1021,0,0,1073
2023-03-11 15:16:00,0,74.1,41940,85006,0,0,0.389,447,205,66.1,402,66.1,0,26901,0,4686,3.67,38938,0,446,0,1908,821,453,31.8,2553,467,302,90.1,7094,0,0,2656,74.1,0,44652,103582,0,0,0,249,229,42.9,580,41,0,1984,0,1469,3.80,27341,0,252,0,197,14156,259,25.7,1268,260,385,95,1069,0,0,2660
2023-03-11 15:18:00,0,67.9,44287,101385,0,0,0,447,204,66.1,402,65.7,0,4293,0,4327,3.82,38823,39.4,446,0,1735,1757,453,32.3,2581,467,300,90.1,6626,0,0,1073,67.9,0,57145,94820,0,0,0,249,228,42.1,580,40.6,0,1379,0,1398,3.57,18494,30.6,251,0,208,25617,253,26.2,1278,260,385,95,1020,0,0,1074
2023-03-11 15:20:00,0,68.6,23867,54623,0,0,0,447,204,66.8,405,65.7,0,4354,0,4612,3.82,38806,0,444,0,1834,421,452,32.0,2554,468,300,89.8,6890,0,0,2124,68.6,0,34337,67326,0,0,0,249,227,42.1,582,40.6,0,1363,0,1437,3.57,18527,0,247,0,203,6273,252,26.0,1265,260,385,95,1067,0,0,2131
2023-03-11 15:22:00,0,68.3,24461,55216,0,0,0,449,204,66.8,404,65.7,0,4413,0.389,4263,3.90,38813,0.600,448,0.389,1881,420,453,31.6,2552,468,301,89.8,6971,0,0,2658,68.3,0,34867,67670,0,0,0,251,229,42.1,582,40.6,0.389,1366,0,1376,4.03,18596,0.600,253,0,204,6272,253,25.5,1263,262,385,95,1060,0,0,2659
2023-03-11 15:24:00,0,67.9,22875,53537,0,0,0,436,202,66.4,405,65.3,0,4252,0.389,4601,4.13,38805,0.600,434,0.389,1706,421,441,31.6,2555,455,302,89.8,6576,0,0,1080,67.9,0,33281,65453,0,0,0,244,228,43.2,582,40.3,0.389,1374,0,1430,4.27,18593,0.600,249,0,211,6277,246,25.5,1266,255,384,95,1043,0,0,1073
2023-03-11 15:26:00,0,67.9,28448,65093,0,0,0,435,202,65.7,406,66.1,0,4463,0,4641,4.13,39034,0,437,0,1901,626,441,32.0,2571,453,301,87.3,7053,0,0,2654,67.9,0,40267,75050,0,0,0,242,228,41.4,582,41,0,1384,0,1443,4.27,17885,0.389,253,0,203,10502,247,25.5,1276,252,385,92.4,1043,0,0,2653
2023-03-11 15:28:00,0,68.3,45138,102450,0,0,0,447,204,65.3,406,66.8,0,4303,0,4265,4.13,38837,37.6,449,0,1779,1725,453,31.6,2553,465,298,89.4,6724,0,0,1602,68.3,0,57833,95642,0,0.389,0,254,228,41,582,41.7,0,1369,0.389,1385,4.27,18651,30.6,255,0,178,25768,259,25.5,1264,265,385,95,1023,0,0,1602
2023-03-11 15:30:00,0,67.9,28545,59909,0,0,0,448,203,65.7,406,66.8,0,5715,0,4686,4.13,38875,0,446,0,1828,419,453,31.6,2554,467,299,90.5,6921,0,0,2125,67.9,0,34392,68987,0,0,0,256,228,41.7,582,41.4,0,1486,0,1461,4.27,23227,0,257,0,199,6278,259,25.5,1266,266,385,95,1047,0,0,2125
2023-03-11 15:32:00,0,67.5,23089,53914,0,0,0,448,204,65.7,404,66.4,0,5772,0,4351,4.13,38846,0.989,445,0,1890,417,453,31.6,2554,467,299,93.7,7062,0,0,2660,67.5,0,34909,69453,0,0,0,251,228,41.7,582,41,0,1477,0,1416,4.27,17217,0.600,255,0,200,6279,253,25.5,1265,260,385,97.6,1072,0,0,2663
2023-03-11 15:34:00,0,67.5,30652,62459,0,0,0,449,203,66.4,405,65.7,0,26706,0,4604,4.13,38804,0.600,451,0,1736,418,453,31.6,2552,467,298,91.2,6666,0,0,1078,67.5,0,33281,88836,0,0,0,251,228,42.1,582,41,0,1987,0,1424,4.27,26374,0.600,256,0,186,6279,253,25.5,1264,260,385,94.6,1058,0,0,1073
2023-03-11 15:36:00,0,68.6,24793,57294,0,0,0,447,204,66.4,406,66.1,0,26888,0,4608,3.90,38934,0,446,0,1906,457,456,31.6,2556,469,298,92.6,7008,0,0,2661,68.6,0,35867,92738,0,0,0,249,228,41.4,582,41,0,2000,0,1443,4.03,18145,0,251,0,218,6991,257,25.5,1268,262,386,97.3,1042,0,0,2661
2023-03-11 15:38:00,0.389,67.9,45205,102394,0,0,0,448,203,65.7,405,66.4,0,4361,0,4266,3.43,38938,39.1,446,0,1818,1756,455,31.6,2554,465,300,91.9,6809,0,0,2136,67.9,0.389,58242,96137,0,0,0,251,228,41.4,582,41.7,0,1378,0,1394,3.57,18443,30.6,251,0.389,204,25538,255,25.5,1271,259,386,97.6,1043,0.389,0,2136
2023-03-11 15:40:00,0.389,69.4,22822,53548,0,0,0,450,202,65.7,406,66.1,0,4247,0,4603,3.43,38827,0,449,0,1694,420,454,31.6,2553,466,300,89.8,6622,0,0,1078,69.4,0.389,33309,65651,0,0,0,253,228,41,582,41,0,1370,0,1437,3.57,18536,0,255,0.389,192,6278,253,25.5,1264,259,385,95.4,1027,0.389,0,1072
2023-03-11 15:42:00,0,68.3,24308,55093,0,0,0,447,202,65.7,404,65.7,0,4419,0,4272,3.43,38825,0.600,446,0,1882,420,453,31.6,2553,467,303,89.8,6960,0,0.389,2657,68.3,0,34871,67888,0,0,0,249,228,40.6,582,40.3,0,1370,0,1394,3.57,18440,0.600,251,0,177,6278,253,25.5,1264,260,385,95.4,1041,0,0,2654
2023-03-11 15:44:00,0,67.9,21711,52340,0,0,0,449,203,66.4,404,66.1,0,4283,0,4645,3.43,38781,0.600,445,0,1732,420,453,31.6,2582,465,302,89.8,6708,0,0.389,1078,67.9,0,33260,65717,0,0,0,251,228,42.8,582,41,0,1392,0,1451,3.57,17429,0.600,249,0,193,6281,253,25.5,1278,259,385,95,1039,0,0.389,1079
2023-03-11 15:46:00,0,68.3,24479,55334,0,0,0,450,204,66.1,401,65.7,0,4436,0,4679,3.43,38813,0,446,0,1892,421,452,31.6,2556,466,300,90.1,7016,0,0,2654,68.3,0,34857,68245,0,0,0,253,228,42.5,580,41,0,1383,0,1464,3.57,18634,0,251,0,207,6280,252,25.5,1267,259,385,95,1005,0,0.389,2659
2023-03-11 15:48:00,0,68.7,50794,108511,0,0,0,437,202,66.8,401,66.1,0,4412,0,4275,3.90,39112,38.3,438,0,1891,1758,442,31.6,2554,454,301,88.0,6952,0,0,2652,68.7,0,59185,97599,0,0,0,245,228,41.7,580,41.7,0,1363,0,1397,4.03,23195,30.6,254,0,207,25872,248,25.5,1265,253,385,92.4,1030,0,0,2651
2023-03-11 15:50:00,0,68.3,21405,51987,0,0.389,0,435,202,65.7,405,65.7,0,4251,0,4607,4.13,38801,0,434,0,1717,424,443,31.6,2551,456,300,89.8,6672,0,0,1074,68.3,0,33283,65559,0,0,0,242,228,41.4,582,41,0,1363,0,1433,4.27,17110,0,250,0,192,6272,250,25.5,1262,254,385,95,1070,0,0,1073
2023-03-11 15:52:00,0,68.6,32056,63445,0,0,0,448,202,65.3,406,65.7,0,4472,0,4312,3.67,38889,0.600,444,0,1915,420,453,31.6,2582,466,302,90.9,7041,0,0,2659,68.6,0,34918,68125,0,0,0,251,228,41,582,40.6,0,1398,0,1392,3.80,26204,0.600,248,0,186,6278,253,25.5,1280,260,385,94.6,1069,0,0,2655
2023-03-11 15:54:00,0,67.9,22232,52792,0,0,0,450,203,65.0,406,65.3,0,4239,0,4606,3.43,38811,0.600,448,0,1721,422,455,31.6,2552,464,301,90.9,6598,0.389,0,1080,67.9,0,33269,65410,0,0,0,254,228,39.9,582,40.6,0,1379,0,1442,3.57,17948,0.600,253,0,190,6274,256,25.5,1264,259,385,94.3,1005,0,0,1074
2023-03-11 15:56:00,0,68.3,24073,55499,0,0,0,447,203,65.7,406,66.1,0,26868,0,4601,3.43,38859,0,449,0,1878,419,455,31.8,2555,467,299,90.5,7033,0,0,2660,68.3,0,34902,91524,0,0,0,249,229,41.7,582,42.1,0,1965,0,1440,3.57,18201,0,255,0,185,6275,256,25.7,1267,260,385,94.6,1065,0,0,2660
2023-03-11 15:58:00,0,68.6,45786,102978,0,0,0,447,203,65.7,405,66.8,0,4417,0,4260,3.90,38952,38.3,446,0,1886,1740,453,32.3,2554,465,300,90.9,6965,0,0,2660,68.6,0,58807,97295,0,0,0.389,249,229,41.4,582,41.7,0,1368,0,1382,4.03,18430,30.6,251,0,194,25580,253,26.2,1265,259,385,95,1074,0,0,2660
2023-03-11 16:00:00,0,68.3,22693,53487,0,0,0,448,202,66.1,405,66.1,0.389,5642,0,4732,4.13,38866,0,448,0,1729,421,453,32.3,2582,466,302,92.6,6776,0,0,1080,68.3,0,33339,67408,0,0,0,251,228,41.4,582,40.6,0,1480,0,1479,4.27,18396,0,254,0,193,6278,253,26.2,1278,259,385,97.6,1038,0,0,1073
2023-03-11 16:02:00,0,69.4,24487,55375,0,0,0,449,203,66.1,405,66.4,0.389,5778,0,4354,4.13,38801,0,446,0,1904,419,455,31.8,2553,468,300,89.8,7044,0,0,2658,69.4,0,34850,69286,0,0,0,251,228,42.1,582,41,0,1485,0,1418,4.27,18618,0,251,0,195,6278,260,25.7,1264,261,385,95,1058,0,0,2652
2023-03-11 16:04:00,0,68.3,22754,53390,0,0,0,447,202,66.4,403,65.3,0,4250,0,4607,4.13,38821,0.600,446,0,1738,422,455,31.6,2554,464,302,87.3,6607,0,0,1072,68.3,0,33291,65384,0,0,0,249,229,42.5,582,40.3,0,1377,0,1435,4.27,18474,0.600,251,0,197,6276,260,25.5,1271,259,385,92.4,1009,0,0,1071
2023-03-11 16:06:00,0,67.6,29183,60436,0,0,0,449,203,66.4,404,65.3,0,4420,0,4602,4.13,38877,0,447,0,1894,421,452,31.8,2555,468,300,90.5,7039,0,0,2653,67.6,0,34914,68321,0,0,0,251,229,42.1,582,40.3,0,1369,0,1430,4.66,23326,0,251,0,176,6278,252,25.7,1271,260,385,94.7,1071,0,0,2654
2023-03-11 16:08:00,0,67.9,44875,102193,0,0,0,447,204,66.4,405,65.0,0,4418,0,4269,3.67,38795,40.9,449,0,1893,1735,454,32.3,2551,467,301,90.9,7007,0,0,2653,67.9,0,58810,97311,0,0,0,249,228,41.7,582,40.7,0,1365,0,1379,4.19,17380,30.6,260,0,179,25731,253,26.2,1262,260,385,94.6,1075,0,0,2659
2023-03-11 16:10:00,0,68.3,30955,62289,0,0,0.389,449,203,66.5,405,66.4,0,4248,0,4609,3.43,38899,0,448,0,1717,420,453,32.3,2554,466,299,88.0,6606,0,0,1078,68.3,0,33370,65662,0,0,0,252,228,41.7,582,42.5,0,1367,0,1442,3.57,26678,0,259,0,184,6282,253,26.2,1265,259,385,92.4,1038,0,0,1082
2023-03-11 16:12:00,0,67.5,24207,54942,0,0,0.389,435,204,66.5,405,66.1,0,4410,0,4267,3.67,38847,0,434,0,1978,420,442,31.8,2554,453,302,91.2,6947,0,0,2656,67.5,0,34917,67900,0,0,0,242,228,42.8,582,41.7,0,1366,0,1383,3.80,18340,0,244,0,234,6280,248,25.7,1265,252,385,95,1004,0,0,2650
2023-03-11 16:14:00,0,67.9,23377,54165,0,0,0,448,204,66.8,406,66.8,0,4306,0,4602,4.13,38874,0.600,448,0,1813,421,455,31.6,2555,467,300,90.9,6751,0,0,1604,67.9,0,33860,66460,0,0,0,251,229,43.6,582,41.4,0,1366,0,1428,4.27,18590,0.600,252,0,212,6280,255,25.5,1267,260,385,95,1035,0,0,1599
2023-03-11 16:16:00,0,67.9,23915,54872,0,0,0,449,205,66.4,406,66.1,0,4396,0,4687,4.52,38866,0,448,0,1832,422,452,31.6,2555,466,302,89.4,7003,0,0,2135,67.9,0,34384,67819,0,0,0,256,228,42.5,582,40.6,0,1391,0,1460,4.27,18598,0,253,0,189,6281,257,25.5,1267,264,385,95,1099,0,0,2130
2023-03-11 16:18:00,0,67.9,45991,103849,0,0,0,449,203,66.4,402,66.1,0,26913,0,4311,3.67,38844,38.3,446,0,1915,1751,452,31.6,2569,467,302,89.4,6997,0,0,2662,67.9,0,58700,120645,0,0,0,256,228,42.1,580,40.6,0,2003,0,1408,3.80,18659,30.6,250,0,194,25597,257,25.5,1272,260,385,95,1044,0,0,2658
2023-03-11 16:20:00,0,67.9,23132,55184,0,0,0,448,203,66.1,405,66.1,0,15471,0,4605,3.43,38809,38.3,448,0.389,1697,835,455,32.0,2554,466,300,92.6,6677,0,0,1074,67.9,0,34405,78757,0,0,0,251,228,42.1,582,41,0.389,1669,0,1436,3.57,17925,31.0,256,0,198,7117,256,25.5,1265,260,385,97.6,1055,0,0,1072
2023-03-11 16:22:00,0,67.5,23568,54326,0,0,0,448,203,66.4,406,66.4,0,4425,0.389,4265,3.67,38832,0,448,0,1873,422,453,31.6,2554,467,299,90.1,7002,0,0,2656,67.5,0,34881,67776,0,0,0,251,228,43.2,582,41.4,0,1373,0,1384,3.80,17717,0,253,0,211,6279,253,25.5,1265,260,385,95,1039,0,0,2651
2023-03-11 16:24:00,0,68.6,28166,59249,0,0,0,447,204,66.1,405,66.1,0,4308,0,4600,4.13,39018,0.600,448,0,1780,420,453,31.6,2553,467,299,87.7,6787,0,0,1601,68.6,0,34021,66616,0,0,0,249,228,41.7,582,41.7,0,1365,0,1419,4.27,23367,0.600,253,0,186,6282,253,25.5,1264,260,385,92.4,1063,0,0,1604
2023-03-11 16:26:00,0,68.3,21929,52572,0,0,0,449,202,66.1,404,66.1,0,4294,0,4651,3.90,38870,0,445,0,1731,418,455,31.8,2582,466,301,90.1,6684,0,0,1073,68.3,0,33341,65830,0,0.389,0,251,228,41,583,41.1,0,1396,0,1450,4.03,17642,0,249,0,193,6281,255,25.7,1283,259,385,94.6,1053,0,0,1080
2023-03-11 16:28:00,0,68.3,54206,112182,0,0,0,447,203,65.7,404,66.5,0,4414,0,4270,3.67,38963,39.1,446,0,1870,1734,455,32.3,2556,467,302,90.1,6962,0,0,2654,68.3,0,58915,97492,0,0.389,0,249,228,41,582,41.5,0,1366,0,1388,3.80,26756,30.6,251,0,206,25702,256,26.2,1267,260,385,95,1029,0,0,2656
2023-03-11 16:30:00,0,68.6,27279,63900,0,0,0,449,202,65.7,404,66.4,0,5607,0,4680,3.43,38857,39.1,446,0,1713,992,453,32.3,2552,467,302,90.5,6717,0,0,1070,68.6,0,38642,73860,0,0,0,251,228,42.1,582,41.4,0,1488,0,1461,3.57,18243,30.6,252,0,189,10559,254,26.2,1262,260,385,94.6,1043,0,0,1069
2023-03-11 16:32:00,0,68.3,24379,55350,0,0,0,447,202,65.7,405,67.1,0,5792,0,4355,3.67,38869,0,448,0,1896,419,453,31.8,2553,468,299,90.2,7038,0,0,2650,68.3,0,34890,69321,0,0,0,250,229,42.8,582,41.7,0,1479,0.389,1398,3.80,18534,0,253,0,212,6274,253,25.7,1264,261,385,94.6,1053,0,0,2652
2023-03-11 16:34:00,0,71.9,24470,55341,0,0,0,436,204,66.4,408,66.1,0,4481,0,4669,4.13,38833,0.600,435,0,1912,420,442,31.6,2582,454,300,90.1,7049,0,0,2651,71.9,0,34869,68221,0,0,0,244,229,42.5,582,41.4,0,1364,0.389,1440,4.27,18621,0.600,244,0,217,6272,248,25.5,1278,253,385,94.3,1053,0,0,2654
2023-03-11 16:36:00,0,71.9,21924,52536,0,0,0,436,203,65.7,406,65.7,0,4304,0,4658,4.13,38830,0.389,433,0,1744,420,440,31.6,2584,455,298,89.8,6702,0,0,1072,71.9,0,33291,65850,0,0,0,244,228,41.4,582,41,0,1374,0,1446,4.27,17652,0,242,0,191,6275,245,25.5,1282,253,385,94.6,1046,0,0,1077
2023-03-11 16:38:00,0,69,45454,102862,0,0,0,448,202,65.7,406,65.6,0,4429,0,4265,3.67,38893,37.6,449,0,1894,1740,454,31.6,2553,465,300,89.8,6984,0,0,2649,69,0,58892,97415,0,0,0,251,228,42.8,582,40.6,0,1366,0,1369,3.80,17953,30.6,260,0,183,25742,253,25.5,1265,259,385,95,1056,0,0,2649
2023-03-11 16:40:00,0,69.7,30540,72352,0,0,0,447,203,66.4,405,65.3,0,26700,0,4603,3.43,38821,37.6,448,0,1717,1164,453,31.6,2554,467,302,89.8,6610,0,0,1074,69.7,0,42917,100687,0,0,0,249,228,42.8,582,40.6,0,1982,0,1442,3.57,17621,30.6,258,0,181,14035,253,25.5,1265,260,385,95.4,1026,0,0,1074
