"Time","POST "
2023-03-17 01:52:00,0.0241
2023-03-17 01:56:00,0.0241
2023-03-17 02:00:00,0.0243
2023-03-17 02:04:00,0.0242
2023-03-17 02:08:00,0.0242
2023-03-17 02:12:00,0.0245
2023-03-17 02:16:00,0.0241
2023-03-17 02:20:00,0.0243
2023-03-17 02:24:00,0.0243
2023-03-17 02:28:00,0.0242
2023-03-17 02:32:00,0.0244
2023-03-17 02:36:00,0.0242
2023-03-17 02:40:00,0.0245
2023-03-17 02:44:00,0.0242
2023-03-17 02:48:00,0.0242
2023-03-17 02:52:00,0.0242
2023-03-17 02:56:00,0.0244
2023-03-17 03:00:00,0.0246
2023-03-17 03:04:00,0.0243
2023-03-17 03:08:00,0.0239
2023-03-17 03:12:00,0.0239
2023-03-17 03:16:00,0.0244
2023-03-17 03:20:00,0.0242
2023-03-17 03:24:00,0.0241
2023-03-17 03:28:00,0.0243
2023-03-17 03:32:00,0.0242
2023-03-17 03:36:00,0.0242
2023-03-17 03:40:00,0.0243
2023-03-17 03:44:00,0.0243
2023-03-17 03:48:00,0.0245
2023-03-17 03:52:00,0.0595
2023-03-17 03:56:00,0.0241
2023-03-17 04:00:00,0.0239
2023-03-17 04:04:00,0.0243
2023-03-17 04:08:00,0.0242
2023-03-17 04:12:00,0.0632
2023-03-17 04:16:00,0.0242
2023-03-17 04:20:00,0.0240
2023-03-17 04:24:00,0.0243
2023-03-17 04:28:00,0.0242
2023-03-17 04:32:00,0.0245
2023-03-17 04:36:00,0.0244
2023-03-17 04:40:00,0.0245
2023-03-17 04:44:00,0.0238
2023-03-17 04:48:00,0.0236
2023-03-17 04:52:00,0.0237
2023-03-17 04:56:00,0.0237
2023-03-17 05:00:00,0.0235
2023-03-17 05:04:00,0.0239
2023-03-17 05:08:00,0.0232
2023-03-17 05:12:00,0.0238
2023-03-17 05:16:00,0.0241
2023-03-17 05:20:00,0.0242
2023-03-17 05:24:00,0.0239
2023-03-17 05:28:00,0.0242
2023-03-17 05:32:00,0.0219
2023-03-17 05:36:00,0.0223
2023-03-17 05:40:00,0.0226
2023-03-17 05:44:00,0.0230
2023-03-17 05:48:00,0.0238
2023-03-17 05:52:00,0.0230
2023-03-17 05:56:00,0.0227
2023-03-17 06:00:00,0.0229
2023-03-17 06:04:00,0.0229
2023-03-17 06:08:00,0.0236
2023-03-17 06:12:00,0.0236
2023-03-17 06:16:00,0.0241
2023-03-17 06:20:00,0.0221
2023-03-17 06:24:00,0.0221
2023-03-17 06:28:00,0.0219
2023-03-17 06:32:00,0.0230
2023-03-17 06:36:00,0.0237
2023-03-17 06:40:00,0.0234
2023-03-17 06:44:00,0.0232
2023-03-17 06:48:00,0.0206
2023-03-17 06:52:00,0.0238
2023-03-17 06:56:00,0.0226
2023-03-17 07:00:00,0.0242
2023-03-17 07:04:00,0.0239
2023-03-17 07:08:00,0.0237
2023-03-17 07:12:00,0.0207
2023-03-17 07:16:00,0.0206
2023-03-17 07:20:00,0.0603
2023-03-17 07:24:00,0.0238
2023-03-17 07:28:00,0.0240
2023-03-17 07:32:00,0.0237
2023-03-17 07:36:00,0.0158
2023-03-17 07:40:00,0.0239
2023-03-17 07:44:00,0.0206
2023-03-17 07:48:00,0.0241
2023-03-17 07:52:00,0.0240
2023-03-17 07:56:00,0.0238
2023-03-17 08:00:00,0.0226
2023-03-17 08:04:00,0.0231
2023-03-17 08:08:00,0.0224
2023-03-17 08:12:00,0.0236
2023-03-17 08:16:00,0.0231
2023-03-17 08:20:00,0.0219
2023-03-17 08:24:00,0.0212
2023-03-17 08:28:00,0.0227
2023-03-17 08:32:00,0.0220
2023-03-17 08:36:00,0.0242
2023-03-17 08:40:00,0.0241
2023-03-17 08:44:00,0.0240
2023-03-17 08:48:00,0.0232
2023-03-17 08:52:00,0.0221
2023-03-17 08:56:00,0.0230
2023-03-17 09:00:00,0.0237
2023-03-17 09:04:00,0.0235
2023-03-17 09:08:00,0.0233
2023-03-17 09:12:00,0.0221
2023-03-17 09:16:00,0.0222
2023-03-17 09:20:00,0.0238
2023-03-17 09:24:00,0.0232
2023-03-17 09:28:00,0.0242
2023-03-17 09:32:00,0.0241
2023-03-17 09:36:00,0.0232
2023-03-17 09:40:00,0.0240
2023-03-17 09:44:00,0.0231
2023-03-17 09:48:00,0.0236
2023-03-17 09:52:00,0.0237
2023-03-17 09:56:00,0.0242
2023-03-17 10:00:00,0.0241
2023-03-17 10:04:00,0.0219
2023-03-17 10:08:00,0.0239
2023-03-17 10:12:00,0.0241
2023-03-17 10:16:00,0.0243
2023-03-17 10:20:00,0.0241
2023-03-17 10:24:00,0.0242
2023-03-17 10:28:00,0.0241
2023-03-17 10:32:00,0.0239
2023-03-17 10:36:00,0.0242
2023-03-17 10:40:00,0.0238
2023-03-17 10:44:00,0.0242
2023-03-17 10:48:00,0.0241
2023-03-17 10:52:00,0.0242
2023-03-17 10:56:00,0.0240
2023-03-17 11:00:00,0.0243
2023-03-17 11:04:00,0.0243
2023-03-17 11:08:00,0.0244
2023-03-17 11:12:00,0.0241
2023-03-17 11:16:00,0.0237
2023-03-17 11:20:00,0.0241
2023-03-17 11:24:00,0.0241
2023-03-17 11:28:00,0.0242
2023-03-17 11:32:00,0.0243
2023-03-17 11:36:00,0.0240
2023-03-17 11:40:00,0.0240
2023-03-17 11:44:00,0.0242
2023-03-17 11:48:00,0.0640
2023-03-17 11:52:00,0.0244
2023-03-17 11:56:00,0.0245
2023-03-17 12:00:00,0.0242
2023-03-17 12:04:00,0.0243
2023-03-17 12:08:00,0.0241
2023-03-17 12:12:00,0.0242
2023-03-17 12:16:00,0.0240
2023-03-17 12:20:00,0.0242
2023-03-17 12:24:00,0.0243
2023-03-17 12:28:00,0.0241
2023-03-17 12:32:00,0.0240
2023-03-17 12:36:00,0.0243
2023-03-17 12:40:00,0.0243
2023-03-17 12:44:00,0.0245
2023-03-17 12:48:00,0.0242
2023-03-17 12:52:00,0.0242
2023-03-17 12:56:00,0.0242
2023-03-17 13:00:00,0.0242
2023-03-17 13:04:00,0.0237
2023-03-17 13:08:00,0.0241
2023-03-17 13:12:00,0.0244
2023-03-17 13:16:00,0.0241
2023-03-17 13:20:00,0.0242
2023-03-17 13:24:00,0.0241
2023-03-17 13:28:00,0.0243
2023-03-17 13:32:00,0.0244
2023-03-17 13:36:00,0.0244
2023-03-17 13:40:00,0.0242
2023-03-17 13:44:00,0.0240
2023-03-17 13:48:00,0.0242
2023-03-17 13:52:00,0.0239
2023-03-17 13:56:00,0.0243
2023-03-17 14:00:00,0.0242
2023-03-17 14:04:00,0.0241
2023-03-17 14:08:00,0.0244
2023-03-17 14:12:00,0.0244
2023-03-17 14:16:00,0.0245
2023-03-17 14:20:00,0.0242
2023-03-17 14:24:00,0.0244
2023-03-17 14:28:00,0.0244
2023-03-17 14:32:00,0.0241
2023-03-17 14:36:00,0.0242
2023-03-17 14:40:00,0.0243
2023-03-17 14:44:00,0.0242
2023-03-17 14:48:00,0.0240
2023-03-17 14:52:00,0.0242
2023-03-17 14:56:00,0.0241
2023-03-17 15:00:00,0.0244
2023-03-17 15:04:00,0.0245
2023-03-17 15:08:00,0.0617
2023-03-17 15:12:00,0.0243
2023-03-17 15:16:00,0.0240
2023-03-17 15:20:00,0.0242
2023-03-17 15:24:00,0.0243
2023-03-17 15:28:00,0.0244
2023-03-17 15:32:00,0.0243
2023-03-17 15:36:00,0.0243
2023-03-17 15:40:00,0.0243
2023-03-17 15:44:00,0.0242
2023-03-17 15:48:00,0.0243
2023-03-17 15:52:00,0.0610
2023-03-17 15:56:00,0.0797
2023-03-17 16:00:00,0.0244
2023-03-17 16:04:00,0.0243
2023-03-17 16:08:00,0.0242
2023-03-17 16:12:00,0.0239
2023-03-17 16:16:00,0.0243
2023-03-17 16:20:00,0.0242
2023-03-17 16:24:00,0.0244
2023-03-17 16:28:00,0.0242
2023-03-17 16:32:00,0.0238
2023-03-17 16:36:00,0.0244
2023-03-17 16:40:00,0.0670
2023-03-17 16:44:00,0.0242
2023-03-17 16:48:00,0.0245
2023-03-17 16:52:00,0.0242
2023-03-17 16:56:00,0.0243
2023-03-17 17:00:00,0.0243
2023-03-17 17:04:00,0.0243
2023-03-17 17:08:00,0.0241
2023-03-17 17:12:00,0.0244
2023-03-17 17:16:00,0.0640
2023-03-17 17:20:00,0.0240
2023-03-17 17:24:00,0.0242
2023-03-17 17:28:00,0.0245
2023-03-17 17:32:00,0.0244
2023-03-17 17:36:00,0.0245
2023-03-17 17:40:00,0.0242
2023-03-17 17:44:00,0.0242
2023-03-17 17:48:00,0.0242
2023-03-17 17:52:00,0.0239
2023-03-17 17:56:00,0.0242
2023-03-17 18:00:00,0.0243
2023-03-17 18:04:00,0.0240
2023-03-17 18:08:00,0.0685
2023-03-17 18:12:00,0.0243
2023-03-17 18:16:00,0.0244
2023-03-17 18:20:00,0.0244
2023-03-17 18:24:00,0.0244
2023-03-17 18:28:00,0.0602
2023-03-17 18:32:00,0.0242
2023-03-17 18:36:00,0.0238
2023-03-17 18:40:00,0.0242
2023-03-17 18:44:00,0.0244
2023-03-17 18:48:00,0.0243
2023-03-17 18:52:00,0.0243
2023-03-17 18:56:00,0.0242
2023-03-17 19:00:00,0.0241
2023-03-17 19:04:00,0.0242
2023-03-17 19:08:00,0.0245
2023-03-17 19:12:00,0.0244
2023-03-17 19:16:00,0.0242
2023-03-17 19:20:00,0.0245
2023-03-17 19:24:00,0.0231
2023-03-17 19:28:00,0.0242
2023-03-17 19:32:00,0.0242
2023-03-17 19:36:00,0.0243
2023-03-17 19:40:00,0.0243
2023-03-17 19:44:00,0.0240
2023-03-17 19:48:00,0.0241
2023-03-17 19:52:00,0.0236
2023-03-17 19:56:00,0.0243
2023-03-17 20:00:00,0.0244
2023-03-17 20:04:00,0.0244
2023-03-17 20:08:00,0.0244
2023-03-17 20:12:00,0.0240
2023-03-17 20:16:00,0.0243
2023-03-17 20:20:00,0.0241
2023-03-17 20:24:00,0.0244
2023-03-17 20:28:00,0.0241
2023-03-17 20:32:00,0.0241
2023-03-17 20:36:00,0.0243
2023-03-17 20:40:00,0.0632
2023-03-17 20:44:00,0.0244
2023-03-17 20:48:00,0.0244
2023-03-17 20:52:00,0.0243
2023-03-17 20:56:00,0.0242
2023-03-17 21:00:00,0.0242
2023-03-17 21:04:00,0.0242
2023-03-17 21:08:00,0.0244
2023-03-17 21:12:00,0.0243
2023-03-17 21:16:00,0.0238
2023-03-17 21:20:00,0.0243
2023-03-17 21:24:00,0.0240
2023-03-17 21:28:00,0.0242
2023-03-17 21:32:00,0.0243
2023-03-17 21:36:00,0.0244
2023-03-17 21:40:00,0.0595
2023-03-17 21:44:00,0.0242
2023-03-17 21:48:00,0.0243
2023-03-17 21:52:00,0.0242
2023-03-17 21:56:00,0.0243
2023-03-17 22:00:00,0.0242
2023-03-17 22:04:00,0.0241
2023-03-17 22:08:00,0.0243
2023-03-17 22:12:00,0.0240
2023-03-17 22:16:00,0.0236
2023-03-17 22:20:00,0.0243
2023-03-17 22:24:00,0.0244
2023-03-17 22:28:00,0.0244
2023-03-17 22:32:00,0.0241
2023-03-17 22:36:00,0.0241
2023-03-17 22:40:00,0.0240
2023-03-17 22:44:00,0.0241
2023-03-17 22:48:00,0.0244
2023-03-17 22:52:00,0.0243
2023-03-17 22:56:00,0.0243
2023-03-17 23:00:00,0.0243
2023-03-17 23:04:00,0.0240
2023-03-17 23:08:00,0.0242
2023-03-17 23:12:00,0.0244
2023-03-17 23:16:00,0.0245
2023-03-17 23:20:00,0.0244
2023-03-17 23:24:00,0.0243
2023-03-17 23:28:00,0.0241
2023-03-17 23:32:00,0.0242
2023-03-17 23:36:00,0.0243
2023-03-17 23:40:00,0.0237
2023-03-17 23:44:00,0.0240
2023-03-17 23:48:00,0.0244
2023-03-17 23:52:00,0.0242
2023-03-17 23:56:00,0.0242
2023-03-18 00:00:00,0.0242

